,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,0.3053925,0.15243761,"('distant', 'open')",0.05560971,0.04703185,0.1805011,0.0997347,0.0807664
47,-0.29917502,-0.11930958,"('stupid', 'smart')",5.027079,5.3827386,2.3639522,2.6317146,-0.2677624
21,0.29410705,0.16644365,"('immoral', 'moral')",-0.5637416,-0.618239,-0.1348173,-0.2258977,0.0910804
34,0.28718624,0.3435167,"('mean', 'honorable')",6.2674413,6.4188595,3.2773137,3.3811882,-0.1038745
17,-0.27444956,-0.011760762,"('nasty', 'nice')",-0.76116323,-0.661716,-0.5178064,-0.3367384,-0.181068
32,0.2657931,0.13232398,"('unkind', 'kind')",1.2607108,1.1428689,0.763252,0.6375964,0.1256556
9,0.25217462,0.012947008,"('unaffectionate', 'caring')",0.9059942,0.89650726,0.5790844,0.4547271,0.1243573
40,-0.25191092,-0.32845068,"('stingy', 'generous')",-1.6189511,-1.6646824,-0.935431,-0.9965665,0.0611355
30,0.24676734,0.2701292,"('intolerant', 'tolerant')",1.2603201,1.4031595,0.7535437,0.8366444,-0.0831007
43,-0.23735908,-0.5336077,"('irresponsible', 'responsible')",0.96843743,0.81540716,0.3655392,0.1408997,0.2246395
4,0.21584535,0.32214543,"('disliked', 'liked')",-6.1632915,-6.3116837,-2.9737229,-2.9947691,0.0210462
60,0.21002646,-0.03413386,"('inefficient', 'efficient')",0.7839556,0.7341146,0.496991,0.3499904,0.1470006
45,-0.20851421,-0.50414133,"('incompetent', 'competent')",-0.063936636,-0.15858324,-0.1362254,-0.3313623,0.1951369
48,0.204108,0.054681372,"('unintelligent', 'intelligent')",0.7319466,0.8118118,0.4680273,0.4332466,0.0347807
23,-0.19294356,-0.4816906,"('insincere', 'sincere')",5.9840302,6.041907,2.8955433,2.7801082,0.1154351
80,0.19063468,0.2752931,"('dominated', 'dominating')",-0.9107613,-0.91335076,-0.3600633,-0.3190288,-0.0410345
13,-0.18926476,-0.37602553,"('impolite', 'polite')",0.04742119,0.023906998,-0.0709218,-0.1760593,0.1051375
52,-0.1805434,-0.21591812,"('irrational', 'rational')",-0.56715375,-0.662221,-0.3738486,-0.4390696,0.065221
19,-0.1780662,-0.13613068,"('inhospitable', 'hospitable')",0.16869192,0.25507867,-0.0046871,0.059474,-0.0641611
53,0.16218984,-0.15698671,"('uncreative', 'creative')",1.0983171,0.9006925,0.6302535,0.3718529,0.2584006
77,0.14089221,-0.21657749,"('unmotivated', 'motivated')",-0.81004524,-0.8791205,-0.3345765,-0.547849,0.2132725
38,0.123028524,0.14812216,"('untruthful', 'truthful')",0.57644624,0.6688822,0.3497374,0.4085022,-0.0587648
88,0.11593341,0.025363913,"('low', 'eminent')",0.4031635,0.36503536,0.2595485,0.1951996,0.0643489
16,-0.11264468,-0.18019593,"('unpopular', 'popular')",0.39694643,0.30781835,0.1421509,0.0638112,0.0783397
26,-0.1031822,-0.32128087,"('hardhearted', 'benevolent')",1.0551782,1.0741735,0.475998,0.3764463,0.0995517
79,0.07182262,-0.066104464,"('wavering', 'unwavering')",0.10156405,0.06591954,0.0866933,-9.25e-05,0.0867858
37,-0.06724087,-0.14816761,"('fake', 'genuine')",0.54463893,0.7071049,0.238699,0.2794687,-0.0407697
83,0.059090145,0.25291115,"('powerless', 'powerful')",-1.1017116,-0.8547622,-0.5213107,-0.3009255,-0.2203852
86,-0.05743716,-0.5410472,"('uninfluential', 'influential')",0.3874221,0.19986266,0.1649925,-0.1705923,0.3355848
27,-0.053873498,-0.06832351,"('hardhearted', 'softhearted')",1.4156506,1.4363693,0.6808885,0.6840229,-0.0031344
58,-0.050715618,-0.16023436,"('undiscriminating', 'discriminating')",0.1871209,0.12553635,0.0682026,-0.017349,0.0855516
31,-0.04828836,-0.027716745,"('evil', 'good')",-1.6143459,-1.556155,-0.8313171,-0.7919359,-0.0393812
29,-0.046705972,-0.011202373,"('unfair', 'fair')",-0.82155377,-0.82510287,-0.4341299,-0.4181526,-0.0159773
41,-0.04198355,-0.28477275,"('unforgiving', 'forgiving')",-0.0971636,-0.046069913,-0.0695736,-0.1654213,0.0958477
24,0.013377234,-0.08644542,"('dishonest', 'honest')",1.2590848,1.2808794,0.636231,0.597217,0.039014
50,0.008482194,-0.15787178,"('clumsy', 'skillful')",0.46298933,0.37640676,0.2357358,0.1092675,0.1264683
