,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
84,1.3732649,1.3714269,"('inferior', 'superior')",0.9999136,1.079743,1.1865892,1.225585,-0.0389958
57,-1.1862367,-1.436927,"('unimaginative', 'imaginative')",-2.4168115,-2.588413,-1.8015242,-2.01267,0.2111458
85,1.1849446,1.1629804,"('insignificant', 'prestigious')",-0.04054,0.06901364,0.5722023,0.615997,-0.0437947
14,-1.1802051,-1.1583878,"('antisocial', 'social')",-1.2048409,-1.0511096,-1.192523,-1.1047487,-0.0877743
33,1.1437792,1.0420464,"('wrong', 'right')",-0.81751317,-0.84575504,0.163133,0.0981457,0.0649873
18,-1.1263136,-1.4362639,"('disagreeable', 'welcoming')",-0.425471,-0.52046794,-0.7758923,-0.9783659,0.2024736
73,1.0007281,1.0037706,"('helpless', 'self-reliant')",-3.1574776,-3.1954048,-1.0783747,-1.0958171,0.0174424
56,0.96729666,0.82807374,"('impractical', 'practical')",0.7302944,0.5766588,0.8487955,0.7023662,0.1464293
87,0.954992,0.9688134,"('unsuccessful', 'successful')",0.7849136,0.66552854,0.8699528,0.817171,0.0527818
39,0.9292068,1.0114331,"('exploitative', 'cooperative')",-0.3168807,-0.16083294,0.306163,0.4253001,-0.1191371
35,-0.9260795,-0.62793744,"('corrupt', 'incorrupt')",-0.68981254,-0.555739,-0.807946,-0.5918382,-0.2161078
82,-0.86329633,-1.1196197,"('poor', 'rich')",6.466938,6.461016,2.8018208,2.6706982,0.1311226
15,0.7609531,0.71188086,"('boring', 'funny')",0.33989954,0.43582904,0.5504264,0.5738549,-0.0234285
71,0.73933005,0.7571445,"('diffident', 'self-confident')",0.2688016,0.11527335,0.5040658,0.4362089,0.0678569
8,-0.7296226,-0.93801755,"('unaffectionate', 'affectionate')",0.14354885,0.29051724,-0.2930369,-0.3237501,0.0307132
70,-0.72384727,-0.7564473,"('lethargic', 'energetic')",1.2245871,1.291689,0.2503699,0.2676209,-0.017251
72,-0.7168906,-0.67945826,"('unambitious', 'ambitious')",-0.8402778,-0.7340794,-0.7785842,-0.7067689,-0.0718153
69,0.7121307,0.8342211,"('lazy', 'industrious')",-0.9730089,-1.0029219,-0.1304391,-0.0843504,-0.0460887
3,-0.6560469,-0.75584453,"('repellent', 'pleasant')",0.096615955,-0.022164695,-0.2797155,-0.3890046,0.1092891
10,-0.6531282,-0.9092968,"('unsympathetic', 'sympathetic')",0.18199664,0.21083203,-0.2355658,-0.3492324,0.1136666
76,-0.645034,-0.66026646,"('anxious', 'daring')",0.5263999,0.5377646,-0.0593171,-0.0612509,0.0019338
12,0.64399886,0.53194016,"('unsupportive', 'supportive')",-1.35141,-1.5151821,-0.3537056,-0.491621,0.1379154
5,0.62492,0.6076307,"('distant', 'outgoing')",-0.5256778,-0.48268256,0.0496211,0.0624741,-0.012853
63,0.62058073,0.5233255,"('unperceptive', 'insightful')",1.5707941,1.5844406,1.0956874,1.0538831,0.0418043
65,-0.6158456,-0.91891813,"('insecure', 'secure')",0.0057292692,-0.15455966,-0.3050582,-0.5367389,0.2316807
42,0.59467894,0.43180418,"('unreliable', 'reliable')",-2.4903326,-2.5304165,-0.9478269,-1.0493062,0.1014793
44,-0.58664376,-0.38195273,"('prejudiced', 'unprejudiced')",-1.4535241,-1.4515277,-1.0200839,-0.9167402,-0.1033437
61,0.5830947,0.5408374,"('illogical', 'logical')",0.24325515,0.07805721,0.4131749,0.3094473,0.1037276
74,0.5815814,0.36140114,"('undedicated', 'dedicated')",0.6362872,0.29668343,0.6089343,0.3290423,0.279892
55,-0.57180953,-0.8457715,"('incompetent', 'clever')",-0.068548754,-0.032247946,-0.3201791,-0.4390097,0.1188306
81,-0.5513245,-0.5377398,"('submissive', 'aggressive')",-0.15628833,-0.037665576,-0.3538064,-0.2877027,-0.0661037
66,-0.54760593,-0.58510154,"('inactive', 'active')",0.69039387,0.6321403,0.071394,0.0235194,0.0478746
67,0.5333725,0.6641622,"('doubtful', 'determined')",-0.70066273,-0.44179726,-0.0836451,0.1111825,-0.1948276
51,-0.5155431,-0.6163583,"('uneducated', 'educated')",1.079971,1.1792042,0.2822139,0.281423,0.0007909
54,0.50581,0.28978515,"('incapable', 'capable')",1.2746614,1.411379,0.8902357,0.8505821,0.0396536
46,0.5051775,0.20577034,"('uncompetitive', 'competitive')",0.016536787,-0.21511042,0.2608571,-0.00467,0.2655271
22,-0.49202475,-0.6366622,"('untrustworthy', 'trustworthy')",-1.1365016,-0.9648978,-0.8142632,-0.80078,-0.0134832
62,0.4884671,0.5030076,"('incompetent', 'brilliant')",0.72869426,0.91400015,0.6085807,0.7085038,-0.0999231
49,0.48425716,0.5425807,"('unable', 'able')",-0.3927473,-0.21609491,0.0457549,0.1632429,-0.117488
36,-0.46485937,-0.5762091,"('hostile', 'amicable')",-0.449219,-0.45552438,-0.4570392,-0.5158668,0.0588276
1,0.45980516,0.0642142,"('unfriendly', 'friendly')",1.6008803,1.5682623,1.0303427,0.8162383,0.2141044
7,-0.45864934,-0.6141236,"('insensitive', 'sensitive')",0.7164886,0.6054736,0.1289196,-0.004325,0.1332446
25,-0.45101145,-0.5578502,"('egoistic', 'altruistic')",0.93824035,0.90108055,0.2436145,0.1716152,0.0719993
28,-0.39579207,-0.7059714,"('disloyal', 'loyal')",0.9030151,0.7913496,0.2536115,0.0426891,0.2109224
20,-0.3768632,-0.32433555,"('rough', 'thoughtful')",0.9525063,1.1524539,0.2878215,0.4140592,-0.1262377
59,0.37128806,0.41237804,"('foolish', 'wise')",0.16054557,0.19547954,0.2659168,0.3039288,-0.038012
68,-0.3648844,-0.3823861,"('dependent', 'independent')",-0.30249062,-0.32098094,-0.3336875,-0.3516835,0.017996
64,-0.35941017,-0.47228882,"('shy', 'confident')",-5.8883934,-6.153419,-3.1239018,-3.3128538,0.188952
78,0.34337455,0.16748942,"('nonresilient', 'resilient')",0.32830828,0.24423768,0.3358414,0.2058636,0.1299778
0,0.3360444,-0.10689888,"('unsociable', 'sociable')",-0.53568935,-0.62115324,-0.0998225,-0.3640261,0.2642036
11,0.33597705,0.29746717,"('unhelpful', 'helpful')",2.4647777,2.50354,1.4003774,1.4005036,-0.0001262
75,-0.33218744,-0.2742077,"('meek', 'impulsive')",-0.4403752,-0.26572537,-0.3862813,-0.2699665,-0.1163148
2,0.32889408,0.090181634,"('unlikable', 'likable')",0.8547019,0.72171503,0.5917979,0.4059483,0.1858496
