,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
86,-1.8739852,-2.0603242,"('uninfluential', 'influential')",0.45456374,0.44371304,-0.16049586,-0.10246806,-0.5266391,-0.5730264,0.0463873
0,-1.668815,-1.7610351,"('unsociable', 'sociable')",0.0019327179,0.014614396,0.037259556,-0.1333833,-0.5432076,-0.6266013,0.0833937
6,-1.6333889,-2.0093427,"('distant', 'open')",-0.19308266,-0.5366009,-1.6457185,-1.5064714,-1.1573966,-1.350805,0.1934084
8,-1.5725039,-1.7210494,"('unaffectionate', 'affectionate')",-0.77027833,-0.9489697,-0.46697614,-0.2987256,-0.9365861,-0.9895816,0.0529955
1,-1.5415465,-1.6795833,"('unfriendly', 'friendly')",0.3079773,0.058793094,0.1579994,0.17352106,-0.3585232,-0.4824231,0.1238999
53,-1.428869,-1.5830437,"('uncreative', 'creative')",0.4797492,0.14155346,0.4684948,0.37558866,-0.1602083,-0.3553005,0.1950922
9,-1.3949544,-1.5805554,"('unaffectionate', 'caring')",0.22239979,0.08867475,0.24742877,0.5613891,-0.3083753,-0.3101639,0.0017886
19,-1.378821,-1.6469107,"('inhospitable', 'hospitable')",-0.9660517,-1.1676513,-1.046813,-0.8935371,-1.1305619,-1.236033,0.1054711
18,-1.3721433,-1.2438083,"('disagreeable', 'welcoming')",-0.8623916,-1.0107087,-1.0206683,-1.1607915,-1.0850677,-1.1384362,0.0533685
57,-1.3383648,-1.3637178,"('unimaginative', 'imaginative')",0.48184794,0.25341937,-2.5216427,-2.9786909,-1.1260532,-1.3629964,0.2369432
45,-1.3104086,-1.2935361,"('incompetent', 'competent')",-0.3718905,-0.16509998,0.35128778,0.20676452,-0.4436704,-0.4172905,-0.0263799
73,1.2329042,0.9667846,"('helpless', 'self-reliant')",1.3403598,0.94560003,-3.31418,-3.6949756,-0.2469719,-0.594197,0.3472251
26,-1.1095426,-1.4950552,"('hardhearted', 'benevolent')",0.47717714,0.06794471,1.0579418,0.6358998,0.1418588,-0.2637369,0.4055957
32,-1.072359,-0.6818366,"('unkind', 'kind')",-0.17637435,0.0016136914,0.72106034,0.97983235,-0.175891,0.0998698,-0.2757608
10,-1.0397904,-0.7670601,"('unsympathetic', 'sympathetic')",-0.61199754,-0.53467625,-0.038238823,0.34061703,-0.5633423,-0.3203731,-0.2429692
78,-0.96840996,-0.6409825,"('nonresilient', 'resilient')",0.36902305,0.5153007,0.3151171,0.4915492,-0.0947566,0.1219558,-0.2167124
31,-0.963116,-1.0988768,"('evil', 'good')",-1.1915262,-1.4209998,-2.140623,-2.2066178,-1.4317551,-1.5754981,0.143743
82,-0.95414376,-0.64732605,"('poor', 'rich')",-0.0041138753,0.05498138,6.469661,6.9913893,1.8371345,2.1330148,-0.2958803
61,-0.9003456,-0.99707824,"('illogical', 'logical')",1.1066324,1.089314,0.6861527,0.51953226,0.2974798,0.2039227,0.0935571
5,-0.90001035,-1.3032753,"('distant', 'outgoing')",0.35934877,0.03575656,-1.2839285,-1.2489638,-0.6081967,-0.8388275,0.2306308
43,-0.8969981,-1.0322597,"('irresponsible', 'responsible')",0.9123087,0.7638463,0.5933752,0.4079281,0.2028953,0.0465049,0.1563904
54,-0.89530015,-0.7282186,"('incapable', 'capable')",-0.43471837,-0.44566303,0.2120676,0.7039337,-0.3726503,-0.1566493,-0.216001
69,0.89368814,0.34918714,"('lazy', 'industrious')",0.7796142,0.38955557,-1.3899846,-1.6856086,0.0944393,-0.315622,0.4100613
79,-0.8855381,-1.2120137,"('wavering', 'unwavering')",-0.5698545,-0.80135965,-0.8350707,-0.6258739,-0.7634878,-0.8797491,0.1162613
12,-0.847843,-0.7801034,"('unsupportive', 'supportive')",0.53085756,0.49796936,-1.9072248,-2.0420065,-0.7414034,-0.7747135,0.0333101
84,0.83238786,0.8609639,"('inferior', 'superior')",0.7325596,0.7444964,1.1945572,1.118078,0.9198349,0.9078461,0.0119888
23,-0.8261719,-0.47920343,"('insincere', 'sincere')",-0.14340574,0.24551651,5.272945,6.0081263,1.4344557,1.9248131,-0.4903574
38,-0.8116649,-0.5794887,"('untruthful', 'truthful')",0.057204098,0.17731978,-0.44359875,-0.13434651,-0.3993532,-0.1788385,-0.2205147
28,-0.80299246,-0.9368193,"('disloyal', 'loyal')",0.22542608,0.21422297,1.3780402,1.3570387,0.2668246,0.2114808,0.0553438
76,0.7735716,1.3430597,"('anxious', 'daring')",-0.17988327,0.060291108,0.7633943,0.82903695,0.4523609,0.7441292,-0.2917683
35,0.76604587,0.46487346,"('corrupt', 'incorrupt')",-0.63672537,-0.92761534,-1.3939426,-1.4444768,-0.4215407,-0.6357396,0.2141989
41,-0.75453,-0.38056442,"('unforgiving', 'forgiving')",-0.55881745,-0.48192105,-0.3415471,-0.59789705,-0.5516315,-0.4867942,-0.0648373
2,0.73381305,0.6238396,"('unlikable', 'likable')",1.3430617,1.1875211,0.75572026,0.4286768,0.9441983,0.7466791,0.1975192
63,-0.7319373,-0.3972738,"('unperceptive', 'insightful')",0.54329985,0.6572713,0.944986,1.005848,0.2521162,0.4219485,-0.1698323
88,-0.7303351,-0.8770743,"('low', 'eminent')",-0.2305289,-0.16830975,-0.46899852,-0.3267118,-0.4766208,-0.4573653,-0.0192555
37,0.71667993,0.5622197,"('fake', 'genuine')",0.31512856,0.06405866,-0.031375337,0.1853989,0.3334777,0.2705591,0.0629186
51,-0.70760435,-0.35032812,"('uneducated', 'educated')",-0.28999677,-0.022742823,0.91505873,0.7849848,-0.0275141,0.1373046,-0.1648187
56,-0.6958776,-0.5551666,"('impractical', 'practical')",1.1503797,1.268267,-0.07766989,-0.09800631,0.1256107,0.2050314,-0.0794207
16,-0.67436254,-0.547692,"('unpopular', 'popular')",-0.25693393,-0.19223955,-0.060176305,-0.05115056,-0.3304909,-0.263694,-0.0667969
72,-0.6696559,-0.35593033,"('unambitious', 'ambitious')",0.3821393,0.72949296,-0.7554885,-0.27501008,-0.3476684,0.0328509,-0.3805193
71,-0.6356697,-0.96987957,"('diffident', 'self-confident')",1.460393,1.157692,0.1861108,0.10356066,0.3369447,0.0971243,0.2398204
75,0.60812247,0.73287696,"('meek', 'impulsive')",0.039949615,-0.07101071,-0.50529855,-0.52449113,0.0475912,0.0457917,0.0017995
64,0.6055115,0.4276443,"('shy', 'confident')",1.2849766,1.121204,-5.010074,-5.851217,-1.039862,-1.4341227,0.3942607
44,0.6019512,0.44938853,"('prejudiced', 'unprejudiced')",-0.21718523,-0.3216724,-0.99033976,-1.2189907,-0.2018579,-0.3637582,0.1619003
67,0.5927932,0.30758956,"('doubtful', 'determined')",0.035792988,0.037289627,-0.4214552,-0.44503814,0.0690437,-0.0333863,0.10243
55,-0.5568114,-0.40853497,"('incompetent', 'clever')",-0.2367759,-0.01989688,0.9871594,0.819257,0.064524,0.1302751,-0.0657511
85,-0.5560749,-1.0645432,"('insignificant', 'prestigious')",0.29185733,-0.24713473,-1.2400732,-1.5994115,-0.5014303,-0.9703631,0.4689328
60,-0.549547,-0.38639507,"('inefficient', 'efficient')",1.804574,2.0629115,0.75109744,0.7752253,0.6687082,0.8172472,-0.148539
25,-0.548624,-0.60111046,"('egoistic', 'altruistic')",0.46061212,0.2697711,0.2054781,0.1769824,0.0391554,-0.0514523,0.0906077
52,-0.52588123,-0.6101632,"('irrational', 'rational')",-0.49852985,-0.66263765,-1.1341903,-0.97031605,-0.7195338,-0.7477056,0.0281718
