,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
22,-0.51004004,-0.13605517,"('untrustworthy', 'trustworthy')",-0.75566256,-0.63614017,-0.5743305,-0.63675666,-0.6133444,-0.4696507,-0.1436937
77,-0.48200956,-0.56272095,"('unmotivated', 'motivated')",0.91954094,0.86421937,-0.7510358,-0.7753412,-0.1045015,-0.1579476,0.0534461
14,-0.4692193,-0.43089297,"('antisocial', 'social')",0.8590266,0.918668,0.48208553,-0.0026914366,0.2906309,0.1616945,0.1289364
47,-0.4482755,-0.3058285,"('stupid', 'smart')",0.5840602,0.5467313,5.1406207,5.583997,1.7588018,1.9416332,-0.1828314
65,-0.44402033,-0.06719674,"('insecure', 'secure')",0.3276236,0.43671122,0.6667854,0.7829102,0.1834629,0.3841416,-0.2006787
74,-0.43536913,-0.5512664,"('undedicated', 'dedicated')",0.034620017,-0.17167464,-0.19171344,-0.50055677,-0.1974875,-0.4078326,0.2103451
27,-0.42965698,-0.23844579,"('hardhearted', 'softhearted')",-0.02455327,-0.14409368,0.36562455,0.4890832,-0.0295286,0.0355146,-0.0650432
80,0.42637962,0.5105083,"('dominated', 'dominating')",0.16224653,0.41680217,0.58559597,0.61848474,0.3914074,0.5152651,-0.1238577
29,0.38617787,0.26920706,"('unfair', 'fair')",-0.2268641,-0.115929216,-0.09765729,-0.2631588,0.0205522,-0.036627,0.0571792
24,-0.35055524,-0.34668356,"('dishonest', 'honest')",0.7059202,0.622834,0.6398243,0.8089577,0.3317297,0.3617027,-0.029973
34,0.34936517,0.41396317,"('mean', 'honorable')",0.57440585,0.49378812,5.3440795,5.8695235,2.0892835,2.2590917,-0.1698082
81,-0.3440637,0.1742996,"('submissive', 'aggressive')",1.4606862,1.8965406,0.16767547,0.46812424,0.4280993,0.8463215,-0.4182222
11,-0.3378353,-0.087742895,"('unhelpful', 'helpful')",0.30583683,0.55330324,2.1085997,2.5209293,0.6922004,0.9954966,-0.3032962
58,0.3334745,0.050839,"('undiscriminating', 'discriminating')",0.9144726,0.60182184,0.41059637,0.17703623,0.5528478,0.2765657,0.2762821
13,-0.30069357,0.08301,"('impolite', 'polite')",-0.10191287,0.106959775,-0.27456832,-0.16374248,-0.2257249,0.0087424,-0.2344673
33,0.2797977,0.19545473,"('wrong', 'right')",0.97806597,0.8853758,-1.5581414,-1.464814,-0.1000926,-0.1279945,0.0279019
20,-0.26572266,-0.06492266,"('rough', 'thoughtful')",0.034010354,0.24536407,0.6010602,0.5654439,0.123116,0.2486284,-0.1255124
36,-0.2551301,-0.7009187,"('hostile', 'amicable')",-0.856494,-1.3604658,-1.1568292,-1.2437824,-0.7561511,-1.1017222,0.3455711
39,0.23755044,-0.003676368,"('exploitative', 'cooperative')",-0.12560579,-0.14100315,-0.15850702,-0.21333596,-0.0155208,-0.1193385,0.1038177
50,-0.19258754,0.013762105,"('clumsy', 'skillful')",-0.42576945,-0.37777358,0.12549913,0.58158356,-0.164286,0.072524,-0.23681
48,0.19030109,0.51638126,"('unintelligent', 'intelligent')",1.077828,1.4937654,0.88400096,1.3284491,0.7173767,1.1128653,-0.3954886
42,0.18751726,0.4243088,"('unreliable', 'reliable')",0.17898752,0.027431931,-1.9881546,-2.3502812,-0.54055,-0.6328468,0.0922968
3,0.18605626,0.21754996,"('repellent', 'pleasant')",-0.080990255,-0.08540669,1.0680106,0.9759979,0.3910255,0.3693804,0.0216451
30,-0.18314475,0.07289215,"('intolerant', 'tolerant')",0.9545543,0.95548296,0.59782946,0.53352845,0.456413,0.5206345,-0.0642215
15,-0.18052092,-0.09999205,"('boring', 'funny')",-0.091772124,0.061277512,-0.57095706,-0.3812618,-0.2810834,-0.1399921,-0.1410913
40,0.16623539,0.42851406,"('stingy', 'generous')",0.3614678,0.20951457,-2.1203039,-2.5916133,-0.5308669,-0.6511949,0.120328
68,0.14656705,0.1784364,"('dependent', 'independent')",0.08139764,0.11352813,-0.4291449,-0.3208583,-0.0670601,-0.0096313,-0.0574288
49,-0.14034857,0.21316822,"('unable', 'able')",0.2046738,0.52172846,-0.0041031614,0.5769295,0.020074,0.4372754,-0.4172014
46,0.13841231,0.2332204,"('uncompetitive', 'competitive')",0.53681827,0.49295098,0.32226968,0.21854395,0.3325001,0.3149051,0.017595
87,-0.12768903,-0.2529801,"('unsuccessful', 'successful')",-0.052012827,0.08183505,1.1759729,1.231258,0.3320904,0.353371,-0.0212806
70,-0.124241576,0.009728536,"('lethargic', 'energetic')",0.2609567,0.18734904,1.0518527,1.1210511,0.3961893,0.4393762,-0.0431869
59,-0.11857614,-0.08529121,"('foolish', 'wise')",0.8000002,0.7074181,-0.81292707,-0.62482476,-0.0438343,-0.0008993,-0.042935
83,-0.10186705,-0.31429917,"('powerless', 'powerful')",1.1436703,1.0501301,-0.69473433,-0.5292451,0.1156896,0.068862,0.0468276
62,0.095822625,0.5567565,"('incompetent', 'brilliant')",0.5732225,1.1159437,0.857964,1.1013082,0.509003,0.9246694,-0.4156664
4,-0.09218626,-0.1891067,"('disliked', 'liked')",0.48636734,0.30506533,-5.971479,-7.00773,-1.8590992,-2.2972571,0.4381579
21,-0.05577165,0.15451384,"('immoral', 'moral')",1.2138687,1.3093821,0.08133764,0.27647686,0.4131449,0.5801243,-0.1669794
66,-0.049091756,-0.34444004,"('inactive', 'active')",-0.6333086,-0.95711255,0.56970483,0.5045197,-0.0375652,-0.2656776,0.2281124
17,0.045272715,0.10920906,"('nasty', 'nice')",-0.98751736,-0.98913723,-0.8502606,-0.73200864,-0.5975018,-0.5373123,-0.0601895
7,-0.012263776,0.116030835,"('insensitive', 'sensitive')",0.66430545,0.6305697,0.5769545,0.63256466,0.4096654,0.4597217,-0.0500563
