,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.6489148,-2.7511497,"('evil', 'good')",-1.0671359,-1.2820859,-0.8604889,-1.2017645,-1.5255132,-1.745,0.2194868
36,-2.0969248,-2.5477734,"('hostile', 'amicable')",-1.542038,-1.8847805,0.28773174,-0.2705055,-1.117077,-1.5676864,0.4506094
56,2.072366,2.2180731,"('impractical', 'practical')",1.5249816,1.8648101,-0.19399709,0.14611301,1.1344502,1.4096654,-0.2752152
71,1.7164339,1.5025887,"('diffident', 'self-confident')",0.65392053,0.6910011,0.45810118,0.48800045,0.9428186,0.8938634,0.0489552
60,1.6301501,2.0837734,"('inefficient', 'efficient')",1.4285091,1.8643943,0.015351316,0.15372626,1.0246701,1.367298,-0.3426279
13,1.6101786,1.775776,"('impolite', 'polite')",0.26957577,0.40103608,-0.14628994,-0.1832324,0.5778215,0.6645266,-0.0867051
29,-1.5461255,-1.7634687,"('unfair', 'fair')",-0.780612,-0.8262014,-0.6756401,-0.9244078,-1.0007925,-1.1713593,0.1705668
73,1.5232729,1.5611658,"('helpless', 'self-reliant')",0.8864547,0.90312535,-2.6391864,-2.6139324,-0.0764863,-0.0498804,-0.0266059
44,-1.5097575,-1.7385122,"('prejudiced', 'unprejudiced')",-1.0363331,-1.1186152,-1.4247538,-1.459719,-1.3236148,-1.4389486,0.1153338
52,-1.5089188,-1.7994609,"('irrational', 'rational')",-0.46597478,-0.6181463,-0.20824704,-0.28306925,-0.7277135,-0.9002255,0.172512
10,1.4867557,2.0831032,"('unsympathetic', 'sympathetic')",-0.0887266,0.26327002,-0.27311188,0.23234199,0.3749724,0.8595717,-0.4845993
81,1.4805038,1.7486519,"('submissive', 'aggressive')",0.8149991,0.90661216,-0.5133776,-0.1809751,0.5940417,0.8247629,-0.2307212
46,1.4546489,1.9012283,"('uncompetitive', 'competitive')",0.673136,1.26071,-0.48549402,-0.23013784,0.5474302,0.9772668,-0.4298366
74,1.3542298,1.4183053,"('undedicated', 'dedicated')",0.65572166,0.84247106,0.06819477,0.17034264,0.6927155,0.810373,-0.1176575
30,1.2968519,1.4681029,"('intolerant', 'tolerant')",0.69594985,0.58857626,1.2422915,1.0149182,1.0783644,1.0238659,0.0544985
35,-1.2552931,-2.0212364,"('corrupt', 'incorrupt')",-0.4801139,-0.9894211,-0.017175823,-0.5034542,-0.5841943,-1.1713706,0.5871763
16,-1.2525901,-1.3794932,"('unpopular', 'popular')",-0.08702165,-0.005256228,0.7105676,0.68934035,-0.2096814,-0.231803,0.0221216
6,-1.1921321,-1.4198303,"('distant', 'open')",-0.9127503,-0.8800275,0.43415004,0.28875437,-0.5569108,-0.6703678,0.113457
25,-1.1669202,-1.0988233,"('egoistic', 'altruistic')",0.53469026,0.60625815,1.4626561,1.4488138,0.2768087,0.3187495,-0.0419408
77,-1.1582595,-0.7952825,"('unmotivated', 'motivated')",-0.03741176,0.51456726,-1.0145502,-0.76446384,-0.7367405,-0.348393,-0.3883475
79,-1.1251656,-1.3736494,"('wavering', 'unwavering')",-1.0177767,-1.0858887,0.15264192,0.12697358,-0.6634335,-0.7775215,0.114088
12,1.1056288,1.4374183,"('unsupportive', 'supportive')",0.37276658,0.68821317,-1.4602478,-1.1228334,0.0060492,0.3342661,-0.3282169
84,1.0758437,1.1147994,"('inferior', 'superior')",0.6307575,0.5546296,0.9466555,0.944513,0.8844189,0.871314,0.0131049
