,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,male-female
39,1.0727564,1.0687654,"('exploitative', 'cooperative')",0.266765,0.20613146,0.02882881,0.013825316,0.4561168,0.4295741,0.0265427
26,1.06691,0.91777307,"('hardhearted', 'benevolent')",0.8422556,0.58706343,1.8843756,1.5096507,1.2645137,1.0048291,0.2596846
4,-1.0488802,-1.2057338,"('disliked', 'liked')",-0.29786873,-0.29258347,-5.449389,-5.521449,-2.2653793,-2.3399221,0.0745428
86,1.0470461,1.325132,"('uninfluential', 'influential')",-0.22806145,-0.09883747,-0.016860992,0.1186004,0.2673746,0.4482983,-0.1809237
47,1.0068437,0.8535675,"('stupid', 'smart')",0.52961004,0.5771431,5.093285,5.219849,2.2099129,2.2168531,-0.0069402
75,-1.0026153,-1.2776417,"('meek', 'impulsive')",-1.164483,-1.3214976,-0.23672533,-0.33345556,-0.8012745,-0.9775316,0.1762571
15,0.99807334,0.557776,"('boring', 'funny')",0.13501295,-0.18744022,0.5661326,0.29986644,0.5664063,0.2234007,0.3430056
40,-0.9624984,-0.7362311,"('stingy', 'generous')",-0.13032705,-0.057457153,-1.2380022,-1.1430215,-0.7769426,-0.6455699,-0.1313727
70,0.9506142,1.2699143,"('lethargic', 'energetic')",-0.14222616,0.1234581,0.6121801,0.9756181,0.4735227,0.7896635,-0.3161408
87,0.9322192,0.50388604,"('unsuccessful', 'successful')",1.0672643,1.166337,1.0842276,1.2407415,1.0279037,0.9703215,0.0575822
21,0.91478515,1.1289991,"('immoral', 'moral')",0.3444378,0.5915976,-0.5867315,-0.46173805,0.2241638,0.4196196,-0.1954558
69,-0.91188747,-1.3961715,"('lazy', 'industrious')",1.3587593,1.071591,0.23632681,-0.05593801,0.2277329,-0.1268395,0.3545724
24,0.9072324,1.197056,"('dishonest', 'honest')",-0.8381811,-1.0202857,0.77911735,0.76255125,0.2827229,0.3131072,-0.0303843
11,0.89997655,0.9289567,"('unhelpful', 'helpful')",0.61464465,0.8344434,1.7618436,2.1131408,1.092155,1.2921803,-0.2000253
53,-0.865597,-0.49589488,"('uncreative', 'creative')",-1.2055343,-0.8568869,0.6319383,0.69795334,-0.479731,-0.2182761,-0.2614549
62,0.85970014,1.1047599,"('incompetent', 'brilliant')",0.36268342,0.79250646,0.0649814,0.5485505,0.4291217,0.8152723,-0.3861506
50,-0.852721,-0.9129398,"('clumsy', 'skillful')",0.1377207,0.3314612,0.27946377,0.3920452,-0.1451788,-0.0631445,-0.0820343
5,-0.84004605,-1.1588593,"('distant', 'outgoing')",-0.75287944,-0.7834618,-0.021413155,-0.17147224,-0.5381129,-0.7045978,0.1664849
72,0.8369474,0.935211,"('unambitious', 'ambitious')",-0.7685154,-0.7719222,-1.1005961,-1.0843681,-0.3440547,-0.3070264,-0.0370283
23,0.79738617,1.0523214,"('insincere', 'sincere')",0.31672698,0.60195297,4.9236856,5.1912737,2.0125996,2.2818494,-0.2692498
65,0.7913914,0.8567039,"('insecure', 'secure')",-0.0018321387,-0.016465738,-0.6031851,-0.41008073,0.0621247,0.1433858,-0.0812611
9,0.7565143,0.67318594,"('unaffectionate', 'caring')",-0.06050478,-0.09776861,1.0912181,1.2604486,0.5957425,0.6119553,-0.0162128
37,0.7299494,0.69175315,"('fake', 'genuine')",0.38703984,0.46481603,0.3805103,0.447657,0.4991665,0.5347421,-0.0355756
19,-0.72779506,-1.0422873,"('inhospitable', 'hospitable')",-0.65276057,-0.7704232,0.30082634,0.14679736,-0.3599098,-0.5553044,0.1953946
18,-0.7260349,-0.6789651,"('disagreeable', 'welcoming')",-0.95372295,-0.9961142,-0.3676893,-0.7456266,-0.6824824,-0.806902,0.1244196
67,0.67409575,0.49488166,"('doubtful', 'determined')",0.51513386,0.3558151,-0.24357183,-0.4093724,0.3152193,0.1471081,0.1681112
33,0.6655356,0.3110414,"('wrong', 'right')",0.43251723,0.3521469,-0.15084347,-0.38632208,0.3157365,0.0922888,0.2234477
3,-0.63099587,-0.30285034,"('repellent', 'pleasant')",0.10789514,0.4912496,-0.08453798,0.03464274,-0.2025462,0.0743473,-0.2768935
41,-0.6275821,-0.66168284,"('unforgiving', 'forgiving')",-0.37211835,-0.55652463,-0.11861893,-0.32200274,-0.3727731,-0.5134034,0.1406303
85,-0.59412473,-1.3828648,"('insignificant', 'prestigious')",-0.348398,-0.66607416,1.0225117,0.6526626,0.026663,-0.4654255,0.4920885
82,-0.5568636,-0.47725427,"('poor', 'rich')",-0.1772951,-0.07052724,5.7504406,5.9064083,1.672094,1.7862089,-0.1141149
8,-0.5427579,-0.7580485,"('unaffectionate', 'affectionate')",-0.7108805,-1.0523171,0.6906723,0.6010456,-0.1876554,-0.4031067,0.2154513
80,0.5405187,0.6091261,"('dominated', 'dominating')",0.6552739,0.8789397,-1.155042,-0.836526,0.0135835,0.2171799,-0.2035964
7,0.53422964,0.6947318,"('insensitive', 'sensitive')",-0.40634948,-0.22640814,0.74071777,0.87892705,0.2895326,0.4490836,-0.159551
42,-0.5327598,-0.389732,"('unreliable', 'reliable')",-0.25537625,-0.009803902,-2.669841,-2.3540947,-1.152659,-0.9178769,-0.2347821
49,0.5243542,0.52281946,"('unable', 'able')",-0.058084175,0.25331587,-0.15663123,0.06698692,0.1032129,0.2810407,-0.1778278
38,-0.4940699,-0.47598165,"('untruthful', 'truthful')",-0.36395085,-0.2786045,-0.07270247,0.0871757,-0.3102411,-0.2224702,-0.0877709
55,0.48180217,0.8838701,"('incompetent', 'clever')",0.1730128,0.48783723,0.06487242,0.3959394,0.2398958,0.5892156,-0.3493198
61,0.47213405,0.38072714,"('illogical', 'logical')",-0.21198697,-0.13322209,-0.006878283,-0.052816197,0.0844229,0.0648963,0.0195266
43,0.45278186,0.680827,"('irresponsible', 'responsible')",-0.21859977,0.03332749,0.4144995,0.5152076,0.2162272,0.4097873,-0.1935601
0,0.45249254,0.5669397,"('unsociable', 'sociable')",-0.027084157,0.01767749,-0.36069012,-0.4090836,0.0215727,0.0585112,-0.0369385
54,-0.44903162,-0.5869726,"('incapable', 'capable')",-0.1821084,-0.071672864,1.0491785,1.2002417,0.1393462,0.1805321,-0.0411859
14,0.43083352,0.3359836,"('antisocial', 'social')",0.3890881,0.31945115,-0.5572371,-0.7307121,0.0875615,-0.0250925,0.112654
20,-0.42420772,-0.5162533,"('rough', 'thoughtful')",0.5698861,0.67434436,1.0831357,1.0541388,0.4096047,0.4040766,0.0055281
68,-0.41791892,-0.41391826,"('dependent', 'independent')",-0.7288603,-0.5612487,-0.3772431,-0.42344722,-0.5080074,-0.4662047,-0.0418027
66,-0.3954632,-0.706111,"('inactive', 'active')",-0.77698946,-0.8939806,1.2454805,1.1384866,0.0243426,-0.1538684,0.178211
88,0.3884235,0.15202259,"('low', 'eminent')",0.07547239,-0.14120688,0.3732487,0.20916267,0.2790482,0.0733261,0.2057221
27,0.35111597,0.59493756,"('hardhearted', 'softhearted')",-0.20025495,-0.10141602,1.5221605,1.4348303,0.5576739,0.642784,-0.0851101
17,-0.33673394,-0.54393524,"('nasty', 'nice')",0.1991176,0.0035550483,-0.38137928,-0.3918189,-0.1729985,-0.310733,0.1377345
64,0.31567845,0.38707978,"('shy', 'confident')",0.08641101,0.095643334,-6.036766,-5.9701223,-1.8782255,-1.829133,-0.0490925
76,0.2976162,0.40472808,"('anxious', 'daring')",-0.010536388,0.34317508,0.20301223,0.45024937,0.163364,0.3993842,-0.2360202
59,-0.29545707,-0.73210317,"('foolish', 'wise')",-0.33572638,-0.654157,0.39563447,0.23813161,-0.0785163,-0.3827095,0.3041932
51,-0.2743023,-0.16389403,"('uneducated', 'educated')",0.0010406338,0.068114966,0.24639095,0.22593929,-0.0089569,0.0433867,-0.0523436
22,0.20646602,0.37122208,"('untrustworthy', 'trustworthy')",-0.651563,-0.49023718,-0.9506802,-0.8972271,-0.4652591,-0.3387474,-0.1265117
32,0.1968621,0.22891581,"('unkind', 'kind')",-0.056771763,-0.050808236,0.6247443,0.6905296,0.2549449,0.2895457,-0.0346008
58,-0.17293641,-0.4495352,"('undiscriminating', 'discriminating')",0.40159,0.31761923,-0.058883578,-0.11722344,0.05659,-0.0830465,0.1396365
57,0.17253728,0.58209604,"('unimaginative', 'imaginative')",-1.0217124,-0.66393644,-2.2270675,-2.0050228,-1.0254142,-0.695621,-0.3297932
83,0.15756597,-0.005497519,"('powerless', 'powerful')",-0.34429514,-0.3600317,-1.1526573,-1.0932301,-0.4464622,-0.4862531,0.0397909
48,0.11338538,0.4015415,"('unintelligent', 'intelligent')",-0.009597775,0.06662054,0.5593652,0.68361396,0.2210509,0.3839254,-0.1628745
45,0.11280877,0.33306918,"('incompetent', 'competent')",0.3051668,0.5091652,0.051441677,0.22216073,0.1564724,0.3547984,-0.198326
63,-0.08306754,0.14375035,"('unperceptive', 'insightful')",0.07336988,0.47994086,0.86899775,1.2592962,0.2864334,0.6276625,-0.3412291
2,0.07590514,-0.23324637,"('unlikable', 'likable')",-0.035643596,-0.1723658,0.661272,0.48836702,0.2338445,0.027585,0.2062595
34,-0.051746238,0.08129333,"('mean', 'honorable')",-0.0578039,0.11090136,5.491788,5.595882,1.7940793,1.9293588,-0.1352795
78,0.025405407,0.5380154,"('nonresilient', 'resilient')",0.6324088,1.3530505,0.3063519,0.7525717,0.3213887,0.8812126,-0.5598239
28,0.008368186,0.008896462,"('disloyal', 'loyal')",0.45537668,0.40270665,0.9536286,0.99852586,0.4724578,0.470043,0.0024148
1,0.0045409054,0.15194774,"('unfriendly', 'friendly')",-0.44555247,-0.44241053,1.7263874,1.5461336,0.4284586,0.4185569,0.0099017
