,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.0695555,-0.7944273,"('distant', 'open')",-1.983996,-1.7257729,0.27013153,0.40311196,-0.9278067,-0.7056961,-0.2221106
18,-1.0581765,-1.1390873,"('disagreeable', 'welcoming')",-0.9616138,-0.81633514,-0.6250888,-0.57304007,-0.8816263,-0.8428208,-0.0388055
69,0.9422384,1.2126191,"('lazy', 'industrious')",0.4481815,0.64641553,-0.5872236,-0.36186916,0.2677321,0.4990551,-0.231323
62,0.9306079,0.98931754,"('incompetent', 'brilliant')",1.4276648,1.4618199,0.53518486,0.7860197,0.9644858,1.0790524,-0.1145666
82,-0.9294771,-1.0153654,"('poor', 'rich')",-0.16898155,-0.1410227,6.5139675,6.418035,1.8051696,1.7538824,0.0512872
31,-0.9229475,-0.73358876,"('evil', 'good')",-1.6696209,-1.4483236,-1.4035624,-1.3429705,-1.3320436,-1.1749609,-0.1570827
14,0.91714036,0.6702915,"('antisocial', 'social')",1.9236248,1.9372754,-0.3474846,-0.54562324,0.8310935,0.6873145,0.143779
5,-0.9093667,-0.6343782,"('distant', 'outgoing')",-1.7445346,-1.4934785,-0.37782913,-0.13708004,-1.0105768,-0.7549789,-0.2555979
20,0.8859275,0.5494818,"('rough', 'thoughtful')",1.3990577,1.1902641,1.1704736,1.0240095,1.1518196,0.9212518,0.2305678
68,-0.8357813,-0.6948661,"('dependent', 'independent')",-0.4720498,-0.4450225,-0.8379379,-0.7881294,-0.7152563,-0.6426727,-0.0725836
51,-0.82600677,-0.6572414,"('uneducated', 'educated')",0.47269285,0.4811987,0.41533595,0.45342118,0.020674,0.0924595,-0.0717855
44,0.8201851,0.8884047,"('prejudiced', 'unprejudiced')",-0.15212496,-0.24165362,-1.2284802,-1.4270912,-0.1868067,-0.2601134,0.0733067
60,0.80411667,0.907892,"('inefficient', 'efficient')",2.0936937,2.1163821,0.121807136,0.17925654,1.0065392,1.0678435,-0.0613043
80,0.7994752,0.5798742,"('dominated', 'dominating')",1.338181,1.1682726,-1.0889376,-1.1537399,0.3495729,0.1981356,0.1514373
88,-0.77667093,-0.98276377,"('low', 'eminent')",-1.0678028,-1.1699272,-0.012712186,0.038165547,-0.619062,-0.7048418,0.0857798
36,-0.7651688,-0.941115,"('hostile', 'amicable')",-1.7165068,-1.851073,0.14163531,-0.041762125,-0.7800134,-0.9446501,0.1646367
87,0.7370921,0.73214674,"('unsuccessful', 'successful')",1.4568605,1.3942388,0.63620096,0.74155617,0.9433845,0.9559806,-0.0125961
24,-0.7205843,-0.792539,"('dishonest', 'honest')",-0.19308059,-0.07942336,0.8198098,0.6899139,-0.031285,-0.0606828,0.0293978
38,-0.7012465,-0.70741606,"('untruthful', 'truthful')",-0.8592593,-0.8735832,0.19058701,0.23924392,-0.4566396,-0.4472518,-0.0093878
48,-0.6971211,-0.8829385,"('unintelligent', 'intelligent')",0.0030243322,-0.15039025,0.39173606,0.450714,-0.1007869,-0.1942049,0.093418
71,-0.6338336,-0.05451741,"('diffident', 'self-confident')",-0.07654842,0.21227661,0.4021124,0.6055903,-0.1027565,0.2544498,-0.3572063
28,-0.6232553,-0.94153076,"('disloyal', 'loyal')",0.3529633,0.2529858,0.85517406,0.7850796,0.1949607,0.0321782,0.1627825
21,0.5929958,0.19815856,"('immoral', 'moral')",0.91757524,0.54002035,-0.7432547,-0.9550998,0.2557721,-0.072307,0.3280791
33,0.5919152,0.61366385,"('wrong', 'right')",-0.24755807,-0.22860132,-0.46706343,-0.43808088,-0.0409021,-0.0176728,-0.0232293
25,-0.5914944,-0.55839336,"('egoistic', 'altruistic')",-0.32772064,-0.20912118,1.4454532,1.4989153,0.1754127,0.2438003,-0.0683876
49,-0.588982,-0.48324835,"('unable', 'able')",-0.9813712,-0.987059,-0.24214622,-0.042036913,-0.6041665,-0.5041147,-0.1000518
81,0.5725864,0.2893973,"('submissive', 'aggressive')",1.9600891,1.8006028,-0.4977751,-0.55678624,0.6783001,0.5110713,0.1672288
58,0.56410146,0.14801843,"('undiscriminating', 'discriminating')",1.0147914,0.7934538,-0.048491508,-0.026255738,0.5101338,0.3050722,0.2050616
57,-0.51350707,-0.8188845,"('unimaginative', 'imaginative')",-0.21244812,-0.25440243,-2.8209782,-2.5415995,-1.1823111,-1.2049621,0.022651
75,0.5036638,0.5316677,"('meek', 'impulsive')",-1.080539,-1.1256871,-0.23827729,-0.19266003,-0.2717175,-0.2622265,-0.009491
78,-0.47972906,-0.51936805,"('nonresilient', 'resilient')",0.79283506,0.68180543,-0.12804085,0.10732162,0.0616884,0.0899197,-0.0282313
84,0.4575466,0.29569393,"('inferior', 'superior')",0.08906953,0.050405826,0.615618,0.64559513,0.3874114,0.330565,0.0568464
70,0.4559268,0.26331118,"('lethargic', 'energetic')",1.2121753,1.1714187,1.0405868,0.9862005,0.9028962,0.8069768,0.0959194
83,0.44089943,0.12816323,"('powerless', 'powerful')",0.24167834,-0.04015508,-0.8078022,-0.8676456,-0.0417415,-0.2598792,0.2181377
61,0.44062096,0.37676018,"('illogical', 'logical')",-0.15205072,-0.21226883,0.16795841,-0.053186238,0.1521762,0.0371017,0.1150745
56,0.39096907,0.16328919,"('impractical', 'practical')",1.4350804,1.341341,0.13866113,0.08712489,0.6549035,0.5305851,0.1243184
72,0.36330777,0.33642069,"('unambitious', 'ambitious')",0.75198185,0.75389874,-0.5025588,-0.42340848,0.2042436,0.2223036,-0.01806
10,-0.362221,-0.8838863,"('unsympathetic', 'sympathetic')",0.48997924,0.3124511,0.02059257,0.048785284,0.0494503,-0.1742166,0.2236669
4,-0.34297818,-0.17109019,"('disliked', 'liked')",-0.36734152,-0.34588885,-7.0826187,-6.6227417,-2.5976461,-2.379907,-0.2177391
46,-0.33497268,-0.5661737,"('uncompetitive', 'competitive')",1.5353664,1.2922332,-0.8162921,-0.7922666,0.1280339,-0.022069,0.1501029
34,-0.33296612,-0.38097832,"('mean', 'honorable')",-0.006327294,-0.007956706,6.3157263,5.970743,1.9921443,1.8606027,0.1315416
30,0.33071673,0.20192865,"('intolerant', 'tolerant')",0.98422545,0.81496245,1.3251991,1.16383,0.8800471,0.7269071,0.15314
7,-0.30329835,-0.2430989,"('insensitive', 'sensitive')",0.24336909,0.31557116,0.81762284,0.9885996,0.2525645,0.3536906,-0.1011261
32,-0.29241347,-0.42355603,"('unkind', 'kind')",0.60568094,0.5583827,0.8146356,0.75367254,0.3759677,0.2961664,0.0798013
47,0.2771101,0.1465639,"('stupid', 'smart')",0.49331456,0.58198303,6.124199,5.744644,2.2982079,2.1577304,0.1404775
45,-0.27518535,-0.5557532,"('incompetent', 'competent')",0.6522029,0.5132931,-0.31590942,-0.33894423,0.0203694,-0.1271348,0.1475042
0,-0.27507707,-0.7776789,"('unsociable', 'sociable')",0.7206305,0.44206125,-0.4140849,-0.5636138,0.0104895,-0.2997438,0.3102333
22,0.27501756,0.06929879,"('untrustworthy', 'trustworthy')",0.5258982,0.4265713,-0.85178316,-1.0848261,-0.0169558,-0.1963187,0.1793629
35,-0.2523518,-0.032759253,"('corrupt', 'incorrupt')",-1.8553939,-1.6625727,-0.33887497,-0.34664655,-0.8155402,-0.6806595,-0.1348807
37,0.25186393,0.14872159,"('fake', 'genuine')",0.2635554,0.17701402,0.5133328,0.47113168,0.3429174,0.2656224,0.077295
64,0.21778642,0.5180199,"('shy', 'confident')",0.8835204,1.0800537,-6.881392,-6.5656414,-1.926695,-1.655856,-0.270839
15,0.21695472,0.08843811,"('boring', 'funny')",-1.0291257,-1.0308686,0.19830051,0.14966506,-0.2046235,-0.2642552,0.0596317
27,-0.20265028,-0.03480083,"('hardhearted', 'softhearted')",-0.23159246,-0.06272404,1.1804643,1.3676653,0.2487405,0.4233801,-0.1746396
13,-0.18993711,-0.30603674,"('impolite', 'polite')",0.22833931,0.2498917,-0.22607581,-0.27484724,-0.0625579,-0.1103308,0.0477729
59,0.18266207,0.5185555,"('foolish', 'wise')",-1.2996747,-1.2144865,0.37118977,0.5352807,-0.2486077,-0.0535501,-0.1950576
17,0.18251587,0.12343243,"('nasty', 'nice')",-0.9810556,-1.0819154,-0.6164477,-0.7255777,-0.4716625,-0.5613536,0.0896911
65,0.17749763,0.050304316,"('insecure', 'secure')",0.97264653,0.88970304,-0.31950125,-0.3739681,0.2768809,0.1886797,0.0882012
77,-0.1745443,0.18686631,"('unmotivated', 'motivated')",0.83456784,0.9018287,-1.1155504,-0.947297,-0.1518423,0.0471327,-0.198975
40,-0.17431186,-0.3199828,"('stingy', 'generous')",0.5205465,0.5870764,-1.8249586,-1.5750669,-0.492908,-0.4359911,-0.0569169
50,0.15760767,0.1988955,"('clumsy', 'skillful')",-0.24447179,-0.31231195,0.12787801,0.3306097,0.0136713,0.0723978,-0.0587265
16,0.14881957,-0.07487975,"('unpopular', 'popular')",-0.22577757,-0.4979552,0.40649328,0.46189922,0.1098451,-0.0369786,0.1468237
54,-0.14619315,-0.11986321,"('incapable', 'capable')",-0.3621371,-0.3071153,1.1658739,1.1945624,0.2191812,0.2558613,-0.0366801
29,0.13528977,0.14495212,"('unfair', 'fair')",-0.38838226,-0.32463467,-0.7041016,-0.89584213,-0.3190647,-0.3585082,0.0394435
66,-0.10990426,-0.2835127,"('inactive', 'active')",0.58016735,0.7007088,1.0193027,1.0265343,0.4965219,0.4812435,0.0152784
55,0.09804515,-0.262847,"('incompetent', 'clever')",1.4398503,1.1533471,0.07278834,0.06730535,0.5368946,0.3192685,0.2176261
52,0.09527072,-0.02988422,"('irrational', 'rational')",-0.99199593,-1.0850422,-0.10410473,-0.19318753,-0.33361,-0.436038,0.102428
11,0.09269932,-0.13028166,"('unhelpful', 'helpful')",0.1052962,-0.067236066,2.0038836,1.8948944,0.7339597,0.5657922,0.1681675
85,0.08841208,-0.029741973,"('insignificant', 'prestigious')",-0.73341763,-0.79229164,0.20186988,0.32150853,-0.1477119,-0.1668417,0.0191298
63,0.07629351,-0.07495802,"('unperceptive', 'insightful')",1.3152663,1.2779365,1.0261154,1.2327433,0.8058917,0.8119073,-0.0060156
41,-0.06748227,-0.35280633,"('unforgiving', 'forgiving')",0.37879795,0.41457313,0.057375893,0.003427865,0.1228972,0.0217316,0.1011656
12,-0.04129374,0.11115293,"('unsupportive', 'supportive')",0.9492751,1.1568813,-1.8836353,-1.4155877,-0.325218,-0.0491845,-0.2760335
26,0.028519519,-0.20199902,"('hardhearted', 'benevolent')",0.7313436,0.79127705,1.4644477,1.5452739,0.741437,0.7115173,0.0299197
74,0.010499645,-0.30824736,"('undedicated', 'dedicated')",1.4277809,1.3821477,-0.024186578,0.070748776,0.4713646,0.3815497,0.0898149
43,-0.005915135,-0.11591934,"('irresponsible', 'responsible')",1.1652112,1.1158586,0.9025085,0.87815726,0.6872682,0.6260322,0.061236
3,-0.00044122897,-0.04734772,"('repellent', 'pleasant')",0.7557626,0.7138845,0.44592568,0.30853245,0.4004157,0.3250231,0.0753926
