,national_male,national_female,tuple,city_male,city_female,corp_male,corp_female,average_male,average_female,male-female
36,-3.039263,-2.840749,"('hostile', 'amicable')",-3.258272,-2.8677547,-0.9284042,-1.0573509,-2.4086464,-2.2552849,-0.1533615
56,2.1083844,2.2272203,"('impractical', 'practical')",2.5640504,2.6321871,0.27223954,0.41976637,1.6482248,1.7597246,-0.1114998
35,-1.902026,-1.5788999,"('corrupt', 'incorrupt')",-2.7599988,-2.5357862,-0.95473343,-1.0396706,-1.8722528,-1.7181188,-0.154134
39,1.8613024,1.7998898,"('exploitative', 'cooperative')",1.5101291,1.3819964,0.23940887,0.26418856,1.2036134,1.1486916,0.0549218
12,1.7890882,1.9689883,"('unsupportive', 'supportive')",0.8800544,1.0343114,-1.9929829,-2.0023239,0.2253866,0.3336586,-0.108272
62,1.7681676,1.7222211,"('incompetent', 'brilliant')",2.3006353,2.2444382,0.95367134,1.16939,1.6741581,1.7120164,-0.0378583
14,1.7650946,1.7616804,"('antisocial', 'social')",2.7206557,2.5435936,-0.055488992,-0.12604956,1.4767537,1.3930748,0.0836789
31,-1.7383739,-1.3901561,"('evil', 'good')",-1.8983229,-1.5811768,-1.2383448,-1.3239932,-1.6250138,-1.4317754,-0.1932384
75,-1.6483326,-1.417909,"('meek', 'impulsive')",-1.2382848,-1.0261011,-0.9538777,-0.88722765,-1.280165,-1.1104126,-0.1697524
60,1.6242778,1.3198948,"('inefficient', 'efficient')",2.6562655,2.3825989,0.68521893,0.80586463,1.655254,1.5027862,0.1524678
19,-1.5690342,-0.98455316,"('inhospitable', 'hospitable')",-1.5024323,-1.0654591,-1.0200003,-0.8904136,-1.3638223,-0.980142,-0.3836803
80,1.5154335,1.2283994,"('dominated', 'dominating')",1.2066797,0.9161851,-0.647047,-0.531003,0.6916887,0.5378605,0.1538282
23,1.5008941,1.3140241,"('insincere', 'sincere')",1.469774,1.4083481,6.614133,6.7182107,3.1949336,3.1468608,0.0480728
52,-1.4965991,-1.4265245,"('irrational', 'rational')",-1.3987025,-1.2568241,-0.3168758,-0.4618253,-1.0707258,-1.0483913,-0.0223345
21,1.4407223,1.5689566,"('immoral', 'moral')",1.7977201,1.7779553,-0.12751648,-0.019403938,1.0369753,1.1091693,-0.072194
